Question,OriginalQuestion,qwen72b,llama70b,gptoss120b,in_all_failed_subset
What security controls or measures can Proxy potentially circumvent or sidestep?,What are the security controls or measures that Proxy can bypass or evade?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security measures are circumvented or compromised by Data from Information Repositories?,What security measures does Data from Information Repositories manage to bypass or undermine?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What countermeasures are ineffectual against the AppDomainManager?,What countermeasures are ineffective against AppDomainManager?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What security measures can Startup Items potentially evade or bypass?,What defenses can Startup Items evade or circumvent?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security measures are vulnerable to compromise through Lockscreen Bypass?,What defensive techniques can be compromised by Lockscreen Bypass?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security protocols are circumvented by Valid Accounts?,What security protocols are bypassed or compromised by Valid Accounts?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods do malicious actors employ to remain hidden using Data from Information Repositories?,What strategies does Data from Information Repositories use to evade security defenses and remain undetected?,NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,True
What is the primary goal of Token Impersonation/Theft?,What is the main objective of Token Impersonation/Theft?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods does the WHOIS protocol employ to bypass security systems and avoid detection?,What strategies does WHOIS use to evade security defenses and remain undetected?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What platforms are particularly vulnerable to the risks associated with a Code Signing Policy Modification?,For what type of platform is Code Signing Policy Modification considered a significant threat?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
On which platform do Unix Shell attacks primarily take place?,Which platform serves as the primary focus for Unix Shell attacks?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security defenses do Malicious Media Content methods typically evade?,What methods does Malicious Media Content employ to evade security defenses?,EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,False
What security defenses are typically evaded by Component Object Model Hijacking tactics?,What methods does Component Object Model Hijacking employ to evade security defenses?,NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,False
What security measures can Modify Controller Tasking potentially evade or bypass?,What defenses can Modify Controller Tasking evade or circumvent?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of security measures can Fallback Channels bypass or evade?,What defenses can Fallback Channels evade or circumvent?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the primary goal of an operation designed to Generate Traffic from Victim?,What is the objective of an Generate Traffic from Victim attack?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the primary objective of the Query Registry?,What does Query Registry aim to achieve?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How do security systems fail to detect Exfiltration to Code Repository tactics?,Can you explain how Exfiltration to Code Repository evades detection by security systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
"What methods does the ""Use Alternate Authentication Material"" technique employ to avoid detection and sustain its operational presence?",What techniques does Use Alternate Authentication Material use to evade detection and remain active?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What security features are susceptible to exploitation through Bypass User Access Control?,What defense mechanisms are vulnerable to exploitation by Bypass User Access Control?,NOT_EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What techniques does Keychain employ to avoid being detected by security systems and software?,How does Keychain manage to evade the detection of security systems and software?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What security controls does the presence of Windows Admin Shares potentially evade or compromise?,What security measures does Windows Admin Shares manage to bypass or undermine?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the primary objective behind the exploitation of Compromise Software Dependencies and Development Tools?,What is the intention behind Compromise Software Dependencies and Development Tools?,EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,False
How do threat actors utilize the tactic of Generate Traffic from Victim to evade detection by security systems?,Can you explain how Generate Traffic from Victim evades detection by security systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What security controls or defenses can be compromised or disabled by Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol?,What types of defenses or security controls can Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol compromise or disable?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security measures are exposed to potential threats from Shared Webroot?,What security measures are vulnerable to Shared Webroot?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What techniques does Remote File Copy employ to avoid being detected by security systems?,Can you explain how Remote File Copy evades detection by security systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What security vulnerabilities does PowerShell exploit or utilize?,What are the security weaknesses or vulnerabilities that PowerShell exploits or leverages?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
For which platform is I/O Module Discovery primarily designed?,What platform is I/O Module Discovery specifically tailored for?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods do threat actors employ to remain undetected by antivirus software when engaging in SIP and Trust Provider Hijacking?,How does SIP and Trust Provider Hijacking successfully evade detection by antivirus software?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What techniques do threat actors employ to successfully bypass the defenses of security systems while executing Gather Victim Host Information?,Can you describe the methods by which Gather Victim Host Information evades the defenses of security systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What techniques does Trust Modification utilize to avoid detection by security defenses?,How does Trust Modification manage to evade detection by defenses?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the primary goal of a Server assault?,What is the objective of an Server attack?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security controls or measures can IP Addresses potentially circumvent or evade?,What are the security controls or measures that IP Addresses can bypass or evade?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of defenses can be evaded or bypassed by Proc Memory?,What defenses can Proc Memory evade or circumvent?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
On what platforms is a Malicious Third Party Keyboard App typically intended to operate?,On which platform is Malicious Third Party Keyboard App designed to function effectively?,NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What types of security measures can Password Spraying effectively bypass or evade?,What defenses can Password Spraying evade or circumvent?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the objective of an attacker's use of Local Network Connections Discovery?,What does an attacker seek to accomplish with Local Network Connections Discovery?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What is the main purpose of One-Way Communication?,What is the primary objective of a One-Way Communication?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
On which system does Call Log  primarily operate?,On which platform is Call Log  typically deployed or executed?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What techniques do External Proxy use to avoid being detected by security software and systems?,How does External Proxy manage to evade the detection of security systems and software?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What security protocols or measures might Data Obfuscation potentially compromise or render ineffective?,What security protocols or measures can Data Obfuscation compromise or undermine?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the purpose of At?,What is the intention behind At?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What is the primary purpose or intended use of a Virtual Private Server?,For which platform is Virtual Private Server primarily intended?,NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,True
What types of security controls can be compromised through Software Discovery?,Which security controls are susceptible to Software Discovery?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security measures could potentially be compromised or weakened by File and Directory Permissions Modification?,What security protocols or measures can File and Directory Permissions Modification compromise or undermine?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the purpose behind the DCShadow malware?,What is the intention behind DCShadow?,EQUIVALENT,NOT_EQUIVALENT,EQUIVALENT,True
What techniques does the LSASS Driver employ to avoid detection by security systems?,What strategies does LSASS Driver use to evade security defenses and remain undetected?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What is Source typically intended for use on?,What type of platform is Source typically designed for?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the purpose of exploiting a File System Permissions Weakness?,What is the objective of an File System Permissions Weakness attack?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What are the various names or monikers known to refer to the CURIUM group?,What are the known aliases of the CURIUM group?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
"What types of defenses can App Delivered via Email Attachment effectively evade, bypass, or disable?","What are the defenses that App Delivered via Email Attachment can successfully evade, bypass, or disable?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
Which security protocols can be evaded by Search Open Websites/Domains.,Identify the security protocols that Search Open Websites/Domains can circumvent.,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How does the AppDomainManager manage to evade the defensive measures that have been implemented?,In what ways does AppDomainManager evade the defenses put in place?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security controls or defenses does SIM Card Swap manage to circumvent or compromise?,What security measures does SIM Card Swap manage to bypass or undermine?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security features are vulnerable to being circumvented by SID-History Injection?,What security features are bypassed by SID-History Injection?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the most recent instance of the Oldsmar Treatment Plant Intrusion?,When was Oldsmar Treatment Plant Intrusion last seen in action?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
