Question,Section,path,n_gold,known_gold_bug,n_sparql,match
What methods can be employed to detect the malicious behaviors exhibited by the malware used by the group behind C0017?,multi_hop_relationship,attributed_to<SEP>uses_malware<SEP>uses_attack_pattern<SEP>detected_by,58,False,58,True
"In what ways do Unknown Logger, UBoatRAT, and BS2005 utilize SQL Injection, and which one is most effective?",entity_in_path,is_malware_type<SEP>filter SQL<SEP>select Unknown Logger UBoatRAT BS2005,3,False,3,True
In what ways do Snip3 techniques evade detection by firewalls and other security tools?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,8,False,8,True
What types of safeguards are typically outsmarted by ObliqueRAT tactics?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,1,False,1,True
Which security protocols are often bypassed by Carbanak exploits?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,12,False,12,True
How can one effectively counter the methods used by Suckfly?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,31,False,31,True
What crucial step can be taken to prevent the installation of PACEMAKER on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,13,False,13,True
What type of behavior is typical for the KEYMARBLE?,single_hop_not_filter,uses_attack_pattern,13,False,13,True
How can one determine if a computer has been infected with BACKSPACE?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,22,False,22,True
What proactive measure can be taken to protect against Remexi attacks?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,42,False,42,True
What crucial tactic is employed to counter the threat posed by Killdisk?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,16,False,16,True
Which platform serves as the primary focus for Safe Mode Boot attacks?,intra_relationship,x_mitre_platforms,1,False,1,True
Which operating system does ipconfig work on?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,2,False,2,True
What crucial step can be taken to prevent the installation of TinyTurla on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,24,False,24,True
What domains does CSPY Downloader target for its operations?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,7,False,7,True
What are the distinguishing characteristics of the Volatile Cedar?,single_hop_not_filter,uses_attack_pattern,5,False,5,True
Which platform is the target audience for Mimikatz?,intra_relationship,x_mitre_platforms,1,False,1,True
What security features do ZxxZ methods frequently undermine?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,3,False,3,True
"Is the GolfSpy a type of backdoor, and if yes, does it rely on the Network Information Discovery attack technique?",double_entity,is_malware_type<SEP>select GolfSpy<SEP>filter backdoor<SEP>uses_attack_pattern<SEP>select Network Information Discovery,1,False,1,True
"Where does netstat usually operate, and what domains are involved?",single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,3,False,3,True
What options are available to prevent and mitigate the methods used by Axiom?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,45,False,45,True
In what way does the DealersChoice operate?,single_hop_not_filter,uses_attack_pattern,5,False,5,True
What security protocols can techniques used by the APT29 successfully evade or compromise?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,20,False,20,True
Which platform serves as the primary focus for Conceal Multimedia Files attacks?,intra_relationship,x_mitre_platforms,1,False,1,True
Which types of defenses are typically circumvented by BBSRAT methods?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,5,False,5,True
What defensive strategy is most effective in mitigating the risks associated with RotaJakiro?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,36,False,36,True
What is the process of detecting and eliminating Orz from a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,33,False,33,True
"What asset is at the center of the attack pattern that utilizes PowerShell scripts, a distinguishing feature of the ROKRAT?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
What type of platform is Exploitation for Privilege Escalation typically designed for?,intra_relationship,x_mitre_platforms,4,False,4,True
What platform is Point & Tag Identification specifically tailored for?,intra_relationship,x_mitre_platforms,2,False,2,True
What security features are bypassed by Timestomp?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
In which domains does CrackMapExec pose a threat?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,5,False,5,True
"Is the Volgmer a type of backdoor, and if yes, does it rely on the Spoof Security Alerting attack technique?",double_entity,is_malware_type<SEP>select Volgmer<SEP>filter backdoor<SEP>uses_attack_pattern<SEP>select Spoof Security Alerting,1,False,1,True
How does Bypass User Access Control manage to breach or penetrate security systems and defenses?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What are the necessary countermeasures to take against Gamaredon Group?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,77,False,77,True
What is the Andariel's preferred method of operation?,single_hop_not_filter,uses_attack_pattern,12,False,12,True
What are the common methods used to detect and prevent Keydnap infections?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,16,False,16,True
The Frankenstein is believed to have used which method?,single_hop_not_filter,uses_attack_pattern,29,False,29,True
What strategy should be implemented to prevent the spread of Circles?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,2,False,2,True
What strategies do malware attackers use to steal bank account credentials?,multi_hop_relationship,is_malware_type<SEP>filter steal and banking<SEP>uses_attack_pattern,144,False,144,True
What signs or symptoms indicate the presence of GPlayed in a computer?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,26,False,26,True
Which platform serves as the primary focus for Steal Application Access Token attacks?,intra_relationship,x_mitre_platforms,2,False,2,True
What operating systems or devices are commonly affected by the RTM techniques?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,10,False,10,True
How do you detect the presence of KeyBoy in a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,28,False,28,True
What type of RAT software is employed by the SolarWinds Compromise?,single_hop_relationship_filter,uses_malware<SEP>filter RAT,1,False,1,True
What type of platform is Domain Account typically designed for?,intra_relationship,x_mitre_platforms,2,False,2,True
What is the primary behavior of the NightClub?,single_hop_not_filter,uses_attack_pattern,21,False,21,True
How does File System Logical Offsets manage to breach or penetrate security systems and defenses?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What is the process of detecting and eliminating Diavol from a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,39,False,39,True
What is the impact of a modular backdoor's behavior on the overall success of a Transparent Tribe campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What tools or software can be used to detect and remove Pandora?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,26,False,26,True
What method can effectively prevent and mitigate the damage caused by Android/Chuli.A?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,14,False,14,True
On which type of platform is BITSAdmin typically found?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,5,False,5,True
In what ways is Execution Guardrails able to evade detection and protection?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
In what way does the GoldMax operate?,single_hop_not_filter,uses_attack_pattern,19,False,19,True
What method can effectively prevent and mitigate the damage caused by Okrum?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,34,False,34,True
Which platform does Plist Modification target or operate on?,intra_relationship,x_mitre_platforms,1,False,1,True
What is the AdFind's mode of operation?,single_hop_not_filter,uses_attack_pattern,5,False,5,True
"What asset is frequently compromised by the attack pattern that involves PowerShell scripts, a hallmark of the Bisonal?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,7,False,7,True
What platform does Empire primarily operate on?,intra_relationship,x_mitre_platforms,1,False,1,True
"What asset is typically compromised by the attack pattern involving PowerShell scripts, which is used by the BADFLICK?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
Which asset is the target of the attack pattern that employs PowerShell scripts used by the KeyBoy?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,7,False,7,True
How do Psylo attacks manage to evade detection by intrusion detection systems and other security software?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,1,False,1,True
For what type of platform is Indicator Removal considered a significant threat?,intra_relationship,x_mitre_platforms,1,False,1,True
Which approach is commonly associated with the Cutting Edge?,single_hop_not_filter,uses_attack_pattern,31,False,31,True
What is the purpose of Indicator Removal on Host?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What kinds of devices or systems do LoFiSe and Machete typically aim to infect or compromise?,common_and_differences,is_malware_type<SEP>select LoFiSe Machete<SEP>uses_attack_pattern<SEP>targets<SEP>exec_difference x_mitre_asset,7,False,7,True
What types of safeguards are typically outsmarted by Pay2Key tactics?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,1,False,1,True
What unique behaviors are associated with Avaddon and X-Agent?,common_and_differences,is_malware_type<SEP>select Avaddon X-Agent<SEP>uses_attack_pattern<SEP>exec_difference attack_pattern,17,False,17,True
What are the implications of a modular backdoor's actions on the overall strategy of a Naikon campaign,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What behavior can be expected from the Nomadic Octopus?,single_hop_not_filter,uses_attack_pattern,7,False,7,True
What method does the APT39 employ?,single_hop_not_filter,uses_attack_pattern,61,False,61,True
In what way does the PACEMAKER operate?,single_hop_not_filter,uses_attack_pattern,6,False,6,True
What are the consequences of a modular backdoor's actions within a Bouncing Golf campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What strategy has been used to execute the 2022 Ukraine Electric Power Attack?,single_hop_not_filter,uses_attack_pattern,15,False,15,True
For which platform is Escape to Host primarily intended?,intra_relationship,x_mitre_platforms,1,False,1,True
What are the typical detection operations for the behaviors of the malware used by the group behind C0011?,multi_hop_relationship,attributed_to<SEP>uses_malware<SEP>uses_attack_pattern<SEP>detected_by,49,False,49,True
What options are available to prevent and mitigate the methods used by Honeybee?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,49,False,49,True
