Question,Path,Section,FinalPath,TemplateKey,SkeletonKey
How do NETWIRE and Egregor differ in their impact on a network's performance?,<PATH>is_malware_type<SEP>select NETWIRE Egregor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_difference x_mitre_impact_type</PATH>,common_and_differences,is_malware_type<SEP>select NETWIRE Egregor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_difference x_mitre_impact_type,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_difference x_mitre_impact_type,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_difference x_mitre_impact_type
How do YiSpecter and BADNEWS usually gain access to computer systems?,<PATH>is_malware_type<SEP>select YiSpecter BADNEWS<SEP>uses_attack_pattern<SEP>exec_common attack_pattern</PATH>,common_and_differences,is_malware_type<SEP>select YiSpecter BADNEWS<SEP>uses_attack_pattern<SEP>exec_common attack_pattern,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>exec_common attack_pattern,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>exec_common attack_pattern
What are some of the typical behaviors exhibited by STARWHALE and zwShell in a compromised system?,<PATH>is_malware_type<SEP>select STARWHALE zwShell<SEP>uses_attack_pattern<SEP>exec_common attack_pattern</PATH>,common_and_differences,is_malware_type<SEP>select STARWHALE zwShell<SEP>uses_attack_pattern<SEP>exec_common attack_pattern,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>exec_common attack_pattern,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>exec_common attack_pattern
Describe the diverse methods used by BLACKCOFFEE and Pacu.,<PATH>is_tool_type<SEP>select Pacu<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select BLACKCOFFEE<SEP>exec_difference attack_pattern</PATH>,common_and_differences,is_tool_type<SEP>select Pacu<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select BLACKCOFFEE<SEP>exec_difference attack_pattern,common_and_differences||is_tool_type<SEP>select<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select<SEP>exec_difference attack_pattern,common_and_differences||is_tool_type<SEP>select<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select<SEP>exec_difference attack_pattern
How do the methods of Sunspot and Lslsass intersect or converge?,<PATH>is_tool_type<SEP>select Lslsass<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select Sunspot<SEP>exec_common attack_pattern</PATH>,common_and_differences,is_tool_type<SEP>select Lslsass<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select Sunspot<SEP>exec_common attack_pattern,common_and_differences||is_tool_type<SEP>select<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select<SEP>exec_common attack_pattern,common_and_differences||is_tool_type<SEP>select<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select<SEP>exec_common attack_pattern
"What are the preventive measures for Disco, and can they also be used to combat GLOOXMAIL?",<PATH>is_malware_type<SEP>select Disco GLOOXMAIL<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action</PATH>,common_and_differences,is_malware_type<SEP>select Disco GLOOXMAIL<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action
What are the common security protocols used to prevent the spread of DCSrv and Goopy?,<PATH>is_malware_type<SEP>select DCSrv Goopy<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action</PATH>,common_and_differences,is_malware_type<SEP>select DCSrv Goopy<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action
What types of harm can Hydraq and ZxxZ cause to a computer?,<PATH>is_malware_type<SEP>select Hydraq ZxxZ<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_common x_mitre_impact_type</PATH>,common_and_differences,is_malware_type<SEP>select Hydraq ZxxZ<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_common x_mitre_impact_type,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_common x_mitre_impact_type,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_common x_mitre_impact_type
How do BLUELIGHT and Crutch usually operate?,<PATH>is_malware_type<SEP>select BLUELIGHT Crutch<SEP>uses_attack_pattern<SEP>exec_common attack_pattern</PATH>,common_and_differences,is_malware_type<SEP>select BLUELIGHT Crutch<SEP>uses_attack_pattern<SEP>exec_common attack_pattern,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>exec_common attack_pattern,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>exec_common attack_pattern
What are the key detection strategies employed by security experts to combat Dendroid and RTM?,<PATH>is_malware_type<SEP>select Dendroid RTM<SEP>uses_attack_pattern<SEP>detected_by<SEP>exec_common x_mitre_data_component</PATH>,common_and_differences,is_malware_type<SEP>select Dendroid RTM<SEP>uses_attack_pattern<SEP>detected_by<SEP>exec_common x_mitre_data_component,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>detected_by<SEP>exec_common x_mitre_data_component,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>detected_by<SEP>exec_common x_mitre_data_component
What are the common entry points for PULSECHECK and QUIETEXIT in a network?,<PATH>is_malware_type<SEP>select PULSECHECK QUIETEXIT<SEP>uses_attack_pattern<SEP>targets<SEP>exec_common x_mitre_asset</PATH>,common_and_differences,is_malware_type<SEP>select PULSECHECK QUIETEXIT<SEP>uses_attack_pattern<SEP>targets<SEP>exec_common x_mitre_asset,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>targets<SEP>exec_common x_mitre_asset,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>targets<SEP>exec_common x_mitre_asset
What are the commonalities in the approaches used by OSInfo and Arp?,<PATH>is_tool_type<SEP>select Arp<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select OSInfo<SEP>exec_common attack_pattern</PATH>,common_and_differences,is_tool_type<SEP>select Arp<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select OSInfo<SEP>exec_common attack_pattern,common_and_differences||is_tool_type<SEP>select<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select<SEP>exec_common attack_pattern,common_and_differences||is_tool_type<SEP>select<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select<SEP>exec_common attack_pattern
Which systems are commonly targeted by HELLOKITTY and PLEAD attacks?,<PATH>is_malware_type<SEP>select HELLOKITTY PLEAD<SEP>uses_attack_pattern<SEP>targets<SEP>exec_common x_mitre_asset</PATH>,common_and_differences,is_malware_type<SEP>select HELLOKITTY PLEAD<SEP>uses_attack_pattern<SEP>targets<SEP>exec_common x_mitre_asset,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>targets<SEP>exec_common x_mitre_asset,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>targets<SEP>exec_common x_mitre_asset
How do security experts typically prevent and respond to AcidRain and Chaes?,<PATH>is_malware_type<SEP>select AcidRain Chaes<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action</PATH>,common_and_differences,is_malware_type<SEP>select AcidRain Chaes<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action
What are the primary techniques used by malware that execute DDoS attacks and malware that conduct SQL Injection?,<PATH>is_malware_type<SEP>filter SQL<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>filter DDoS<SEP>exec_difference attack pattern</PATH>,common_and_differences,is_malware_type<SEP>filter SQL<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>filter DDoS<SEP>exec_difference attack pattern,common_and_differences||is_malware_type<SEP>filter SQL<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>filter DDoS<SEP>exec_difference attack pattern,common_and_differences||is_malware_type<SEP>filter<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>filter<SEP>exec_difference attack pattern
"What are some effective ways to minimize the impact of LITTLELAMB.WOOLTEA, and can any of these strategies be adapted for SslMM?",<PATH>is_malware_type<SEP>select LITTLELAMB.WOOLTEA SslMM<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action</PATH>,common_and_differences,is_malware_type<SEP>select LITTLELAMB.WOOLTEA SslMM<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action
What are the distinct approaches used by HermeticWiper and Ruler?,<PATH>is_tool_type<SEP>select Ruler<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select HermeticWiper<SEP>exec_difference attack_pattern</PATH>,common_and_differences,is_tool_type<SEP>select Ruler<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select HermeticWiper<SEP>exec_difference attack_pattern,common_and_differences||is_tool_type<SEP>select<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select<SEP>exec_difference attack_pattern,common_and_differences||is_tool_type<SEP>select<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select<SEP>exec_difference attack_pattern
What are the typical results of Industroyer2 and RATANKBA infections on a network?,<PATH>is_malware_type<SEP>select Industroyer2 RATANKBA<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_common x_mitre_impact_type</PATH>,common_and_differences,is_malware_type<SEP>select Industroyer2 RATANKBA<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_common x_mitre_impact_type,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_common x_mitre_impact_type,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_common x_mitre_impact_type
What common countermeasures are employed by Ixeshe and REvil?,<PATH>is_malware_type<SEP>select Ixeshe REvil<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action</PATH>,common_and_differences,is_malware_type<SEP>select Ixeshe REvil<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action
What are the common security measures taken to identify and mitigate Flame and Agent Smith?,<PATH>is_malware_type<SEP>select Flame Agent Smith<SEP>uses_attack_pattern<SEP>detected_by<SEP>exec_common x_mitre_data_component</PATH>,common_and_differences,is_malware_type<SEP>select Flame Agent Smith<SEP>uses_attack_pattern<SEP>detected_by<SEP>exec_common x_mitre_data_component,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>detected_by<SEP>exec_common x_mitre_data_component,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>detected_by<SEP>exec_common x_mitre_data_component
What are the key similarities in techniques between Xbash and ConnectWise?,<PATH>is_tool_type<SEP>select ConnectWise<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select Xbash<SEP>exec_common attack_pattern</PATH>,common_and_differences,is_tool_type<SEP>select ConnectWise<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select Xbash<SEP>exec_common attack_pattern,common_and_differences||is_tool_type<SEP>select<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select<SEP>exec_common attack_pattern,common_and_differences||is_tool_type<SEP>select<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select<SEP>exec_common attack_pattern
What common countermeasures are employed by OopsIE and P.A.S. Webshell?,<PATH>is_malware_type<SEP>select OopsIE P.A.S. Webshell<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action</PATH>,common_and_differences,is_malware_type<SEP>select OopsIE P.A.S. Webshell<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action
How do the methods of Zebrocy and UACMe intersect or converge?,<PATH>is_tool_type<SEP>select UACMe<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select Zebrocy<SEP>exec_common attack_pattern</PATH>,common_and_differences,is_tool_type<SEP>select UACMe<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select Zebrocy<SEP>exec_common attack_pattern,common_and_differences||is_tool_type<SEP>select<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select<SEP>exec_common attack_pattern,common_and_differences||is_tool_type<SEP>select<SEP>uses_attack_pattern<SEP>used_by_malware<SEP>select<SEP>exec_common attack_pattern
What countermeasures can be used to neutralize the threat posed by Meteor and SamSam?,<PATH>is_malware_type<SEP>select Meteor SamSam<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action</PATH>,common_and_differences,is_malware_type<SEP>select Meteor SamSam<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action
What are the common security protocols used to prevent the spread of Winnti for Linux and DCSrv?,<PATH>is_malware_type<SEP>select Winnti for Linux DCSrv<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action</PATH>,common_and_differences,is_malware_type<SEP>select Winnti for Linux DCSrv<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action
How do security experts typically prevent and respond to NotPetya and SpyDealer?,<PATH>is_malware_type<SEP>select NotPetya SpyDealer<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action</PATH>,common_and_differences,is_malware_type<SEP>select NotPetya SpyDealer<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action
What types of systems are most susceptible to Anchor and PLEAD threats?,<PATH>is_malware_type<SEP>select Anchor PLEAD<SEP>uses_attack_pattern<SEP>targets<SEP>exec_common x_mitre_asset</PATH>,common_and_differences,is_malware_type<SEP>select Anchor PLEAD<SEP>uses_attack_pattern<SEP>targets<SEP>exec_common x_mitre_asset,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>targets<SEP>exec_common x_mitre_asset,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>targets<SEP>exec_common x_mitre_asset
What problems do FluBot and FoggyWeb often create for users?,<PATH>is_malware_type<SEP>select FluBot FoggyWeb<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_common x_mitre_impact_type</PATH>,common_and_differences,is_malware_type<SEP>select FluBot FoggyWeb<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_common x_mitre_impact_type,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_common x_mitre_impact_type,common_and_differences||is_malware_type<SEP>select<SEP>uses_attack_pattern<SEP>x_mitre_impact_type<SEP>exec_common x_mitre_impact_type
