Question,Path,Section
What systems or networks are typically targeted by an RPC-based backdoor used by ALLANITE?,<PATH>uses_malware<SEP>filter RPC-based backdoor<SEP>uses_attack_pattern<SEP>targets</PATH>,multihop_one_entity_filter
Which techniques of token stealing are characteristic of Skygofree?,<PATH>uses_attack_pattern<SEP>filter token and steal</PATH>,multihop_one_entity_filter
"What are some of the tactics used by Anubis to compromise systems, specifically those involving Group Policy Objects?",<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
What are some examples of MURKYTOP attacks that use the AttachUserPolicy API as a key component?,<PATH>uses_attack_pattern<SEP>filter AttachUserPolicy</PATH>,multihop_one_entity_filter
What types of attacks do Pallas employ that utilize Wake-on-LAN?,<PATH>uses_attack_pattern<SEP>filter Wake-on-LAN</PATH>,multihop_one_entity_filter
What are the key attack techniques used by Anchor that involve the manipulation of Group Policy Objects?,<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
What kinds of attacks involve the use of Wake-on-LAN by China Chopper for malicious purposes?,<PATH>uses_attack_pattern<SEP>filter Wake-on-LAN</PATH>,multihop_one_entity_filter
What are the key features of the attacks conducted by TINYTYPHON that utilize Active Directories?,<PATH>uses_attack_pattern<SEP>filter Active and Directory</PATH>,multihop_one_entity_filter
Which Concipit1248 attacks exploit vulnerabilities in the AttachUserPolicy API to gain control?,<PATH>uses_attack_pattern<SEP>filter AttachUserPolicy</PATH>,multihop_one_entity_filter
Which malicious activities involve the use of Wake-on-LAN by FlawedAmmyy?,<PATH>uses_attack_pattern<SEP>filter Wake-on-LAN</PATH>,multihop_one_entity_filter
What types of attacks do Diavol employ that involve the use of the AttachUserPolicy API?,<PATH>uses_attack_pattern<SEP>filter AttachUserPolicy</PATH>,multihop_one_entity_filter
Which attacks does the MoustachedBouncer employ that rely on the CreatePolicyVersion API?,<PATH>uses_attack_pattern<SEP>filter CreatePolicyVersion</PATH>,multihop_one_entity_filter
What methods can be used to detect and prevent RaaS malware used by APT3?,<PATH>uses_malware<SEP>filter RaaS<SEP>uses_attack_pattern<SEP>detected_by</PATH>,multihop_one_entity_filter
What are the methods by which KONNI executes attacks that target Active Directories?,<PATH>uses_attack_pattern<SEP>filter Active and Directory</PATH>,multihop_one_entity_filter
What are the key indicators of compromise for RaaS malware used by GALLIUM?,<PATH>uses_malware<SEP>filter RaaS<SEP>uses_attack_pattern<SEP>detected_by</PATH>,multihop_one_entity_filter
What types of networks or systems are usually attacked by the RPC-based backdoor employed by Machete?,<PATH>uses_malware<SEP>filter RPC-based backdoor<SEP>uses_attack_pattern<SEP>targets</PATH>,multihop_one_entity_filter
Which Office-related techniques do PolyglotDuke use to infect systems and evade detection?,<PATH>uses_attack_pattern<SEP>filter Office</PATH>,multihop_one_entity_filter
Which techniques does Moafee use that are based on Kubernetes?,<PATH>uses_attack_pattern<SEP>filter Kubernetes</PATH>,multihop_one_entity_filter
Which TAINTEDSCRIBE threats rely on the AttachUserPolicy API to carry out their malicious activities?,<PATH>uses_attack_pattern<SEP>filter AttachUserPolicy</PATH>,multihop_one_entity_filter
On which platforms are the spyware techniques used by Fox Kitten typically implemented?,<PATH>uses_malware<SEP>filter spyware<SEP>uses_attack_pattern<SEP>x_mitre_platforms</PATH>,multihop_one_entity_filter
What are the effective strategies for mitigating the impact of.NET-based malware utilized by APT32?,<PATH>uses_malware<SEP>filter .NET<SEP>uses_attack_pattern<SEP>mitigated_by</PATH>,multihop_one_entity_filter
What are the techniques that utilize token stealing and are favored by Drinik?,<PATH>uses_attack_pattern<SEP>filter token and steal</PATH>,multihop_one_entity_filter
What types of attacks do SideTwist employ that utilize Wake-on-LAN?,<PATH>uses_attack_pattern<SEP>filter Wake-on-LAN</PATH>,multihop_one_entity_filter
What are the attacks that Carbanak launches against Active Directories?,<PATH>uses_attack_pattern<SEP>filter Active and Directory</PATH>,multihop_one_entity_filter
Which RCSession attacks utilize the AttachUserPolicy API for malicious purposes?,<PATH>uses_attack_pattern<SEP>filter AttachUserPolicy</PATH>,multihop_one_entity_filter
Which techniques does Sowbug use that are based on Kubernetes?,<PATH>uses_attack_pattern<SEP>filter Kubernetes</PATH>,multihop_one_entity_filter
What methods do Scarlet Mimic utilize that adhere to ABAC policies?,<PATH>uses_attack_pattern<SEP>filter ABAC</PATH>,multihop_one_entity_filter
What are the characteristics of the attacks perpetrated by Pay2Key that use the AttachUserPolicy API as a key tool?,<PATH>uses_attack_pattern<SEP>filter AttachUserPolicy</PATH>,multihop_one_entity_filter
Which types of systems are commonly targeted by the RPC-based backdoor employed by Lazarus Group?,<PATH>uses_malware<SEP>filter RPC-based backdoor<SEP>uses_attack_pattern<SEP>targets</PATH>,multihop_one_entity_filter
What are some of the common attack vectors employed by StrongPity that involve Group Policy Objects?,<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
What are the attacks that AutoIt backdoor launches against Active Directories?,<PATH>uses_attack_pattern<SEP>filter Active and Directory</PATH>,multihop_one_entity_filter
What are the attacks that Tomiris launches against Active Directories?,<PATH>uses_attack_pattern<SEP>filter Active and Directory</PATH>,multihop_one_entity_filter
What are the primary types of attacks that Conficker conducts using Group Policy Objects as a key component?,<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
What are the primary platforms of operation for the worms employed by Volt Typhoon?,<PATH>uses_malware<SEP>filter worm<SEP>uses_attack_pattern<SEP>x_mitre_platforms</PATH>,multihop_one_entity_filter
What are some examples of WireLurker attacks that use the AttachUserPolicy API as a key component?,<PATH>uses_attack_pattern<SEP>filter AttachUserPolicy</PATH>,multihop_one_entity_filter
What malicious operations utilize Wake-on-LAN and are perpetrated by TDTESS?,<PATH>uses_attack_pattern<SEP>filter Wake-on-LAN</PATH>,multihop_one_entity_filter
What are the Wake-on-LAN-based attacks carried out by KEYPLUG?,<PATH>uses_attack_pattern<SEP>filter Wake-on-LAN</PATH>,multihop_one_entity_filter
Which types of malicious activities carried out by Hornbill rely on the use of Group Policy Objects?,<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
What are the Wake-on-LAN-based attacks carried out by FruitFly?,<PATH>uses_attack_pattern<SEP>filter Wake-on-LAN</PATH>,multihop_one_entity_filter
Which Office-based techniques are commonly used by Hornbill?,<PATH>uses_attack_pattern<SEP>filter Office</PATH>,multihop_one_entity_filter
"Which attacks, perpetrated by ZergHelper, rely on Active Directories?",<PATH>uses_attack_pattern<SEP>filter Active and Directory</PATH>,multihop_one_entity_filter
What Office-based tactics do Pay2Key use to compromise systems?,<PATH>uses_attack_pattern<SEP>filter Office</PATH>,multihop_one_entity_filter
In what ways does FIN6 use Kubernetes in its techniques?,<PATH>uses_attack_pattern<SEP>filter Kubernetes</PATH>,multihop_one_entity_filter
What are the key strategies for mitigating the risks associated with.NET-based malware used by Elderwood?,<PATH>uses_malware<SEP>filter .NET<SEP>uses_attack_pattern<SEP>mitigated_by</PATH>,multihop_one_entity_filter
Which techniques of token stealing are characteristic of Remexi?,<PATH>uses_attack_pattern<SEP>filter token and steal</PATH>,multihop_one_entity_filter
What are some of the common attack vectors employed by Rising Sun that involve Group Policy Objects?,<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
On which platforms are the trojan techniques used in C0021 typically implemented?,<PATH>uses_malware<SEP>filter trojan<SEP>uses_attack_pattern<SEP>x_mitre_platforms</PATH>,multihop_one_entity_filter
Which malicious attacks carried out by Agent.btz utilize Group Policy Objects as a mechanism?,<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
What are the primary types of attacks that Rotexy conducts using Group Policy Objects as a key component?,<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
What are the characteristics of the attacks carried out by Lucifer that involve Active Directories?,<PATH>uses_attack_pattern<SEP>filter Active and Directory</PATH>,multihop_one_entity_filter
Which Office-related techniques do Winnti for Windows use to infect systems and evade detection?,<PATH>uses_attack_pattern<SEP>filter Office</PATH>,multihop_one_entity_filter
What types of attacks do Golden Cup typically employ that involve utilizing Group Policy Objects?,<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
In what ways do attackers leverage Komplex to compromise systems using Group Policy Objects?,<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
What are the attacks executed by APT41 that rely on the CreatePolicyVersion API?,<PATH>uses_attack_pattern<SEP>filter CreatePolicyVersion</PATH>,multihop_one_entity_filter
What are the techniques that involve token stealing and are used by FatDuke to gain unauthorized access?,<PATH>uses_attack_pattern<SEP>filter token and steal</PATH>,multihop_one_entity_filter
What malicious activities do Cobalt Strike engage in that utilize Wake-on-LAN?,<PATH>uses_attack_pattern<SEP>filter Wake-on-LAN</PATH>,multihop_one_entity_filter
Can you identify the attacks that Sunbird employs using Active Directories?,<PATH>uses_attack_pattern<SEP>filter Active and Directory</PATH>,multihop_one_entity_filter
What kinds of attacks do AcidRain use Wake-on-LAN for?,<PATH>uses_attack_pattern<SEP>filter Wake-on-LAN</PATH>,multihop_one_entity_filter
What are the characteristics of the attacks carried out by BOULDSPY that involve Active Directories?,<PATH>uses_attack_pattern<SEP>filter Active and Directory</PATH>,multihop_one_entity_filter
What methods of C or C++ malware are utilized by Ke3chang?,<PATH>uses_malware<SEP>filter C or C++<SEP>uses_attack_pattern</PATH>,multihop_one_entity_filter
What are the attacks that KOMPROGO launches against Active Directories?,<PATH>uses_attack_pattern<SEP>filter Active and Directory</PATH>,multihop_one_entity_filter
What are the Wake-on-LAN-enabled attacks that PowerStallion executes?,<PATH>uses_attack_pattern<SEP>filter Wake-on-LAN</PATH>,multihop_one_entity_filter
Can you identify the attacks that VPNFilter employs using Active Directories?,<PATH>uses_attack_pattern<SEP>filter Active and Directory</PATH>,multihop_one_entity_filter
What can be done to prevent the spread of.NET malware used by Putter Panda?,<PATH>uses_malware<SEP>filter .NET<SEP>uses_attack_pattern<SEP>mitigated_by</PATH>,multihop_one_entity_filter
What are the most effective countermeasures against malware developed in.NET that is typically employed by Sidewinder?,<PATH>uses_malware<SEP>filter .NET<SEP>uses_attack_pattern<SEP>mitigated_by</PATH>,multihop_one_entity_filter
Which malicious attacks carried out by POWRUNER utilize Group Policy Objects as a mechanism?,<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
Which techniques are employed by Nomadic Octopus to enforce ABAC policies?,<PATH>uses_attack_pattern<SEP>filter ABAC</PATH>,multihop_one_entity_filter
What are some of the common attack vectors employed by Kessel that involve Group Policy Objects?,<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
What types of attacks do Bad Rabbit typically employ that involve utilizing Group Policy Objects?,<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
What are the attacks that NDiskMonitor launches against Active Directories?,<PATH>uses_attack_pattern<SEP>filter Active and Directory</PATH>,multihop_one_entity_filter
What malicious operations utilize Wake-on-LAN and are perpetrated by SDBbot?,<PATH>uses_attack_pattern<SEP>filter Wake-on-LAN</PATH>,multihop_one_entity_filter
How do Night Dragon use C or C++ malware techniques?,<PATH>uses_malware<SEP>filter C or C++<SEP>uses_attack_pattern</PATH>,multihop_one_entity_filter
Which techniques of token stealing are characteristic of FLIPSIDE?,<PATH>uses_attack_pattern<SEP>filter token and steal</PATH>,multihop_one_entity_filter
What are the key attack techniques used by SilkBean that involve the manipulation of Group Policy Objects?,<PATH>uses_attack_pattern<SEP>filter GPO</PATH>,multihop_one_entity_filter
What are the Wake-on-LAN-enabled attacks that OceanSalt executes?,<PATH>uses_attack_pattern<SEP>filter Wake-on-LAN</PATH>,multihop_one_entity_filter
What are the characteristics of the attacks perpetrated by FIVEHANDS that use the AttachUserPolicy API as a key tool?,<PATH>uses_attack_pattern<SEP>filter AttachUserPolicy</PATH>,multihop_one_entity_filter
What are the most effective countermeasures against malware developed in.NET that is typically employed by Chimera?,<PATH>uses_malware<SEP>filter .NET<SEP>uses_attack_pattern<SEP>mitigated_by</PATH>,multihop_one_entity_filter
Which types of systems are most vulnerable to in-memory malware attacks launched in C0015?,<PATH>uses_malware<SEP>filter in-memory<SEP>uses_attack_pattern<SEP>targets</PATH>,multihop_one_entity_filter
Which platforms are commonly affected by the backdoor malware used by Whitefly and what are the implications of this?,<PATH>uses_malware<SEP>filter backdoor<SEP>uses_attack_pattern<SEP>x_mitre_platforms</PATH>,multihop_one_entity_filter
What are the typical targets of the RPC-based backdoor exploited by Equation in a cyber attack?,<PATH>uses_malware<SEP>filter RPC-based backdoor<SEP>uses_attack_pattern<SEP>targets</PATH>,multihop_one_entity_filter
What are the characteristics of the attacks perpetrated by Volgmer that use the AttachUserPolicy API as a key tool?,<PATH>uses_attack_pattern<SEP>filter AttachUserPolicy</PATH>,multihop_one_entity_filter
